"ID","Comment","Published_At","Video_ID","Label"
"308","Vielen Dank für das tolle Video! Habe viel gelernt! ✌🏻🍀🍀🍀","2024-12-28T14:14:04Z","SzVYfcYb4Ng","nonbot"
"309","Vielen Dank lieber Bill für deine Arbeit! Ich könnte dir ewig zuhören, auch wenn die Themen nicht immer meine sind (aber häufig). Wünsche dir ein Glückiches neues Jahr 2025!🙏🥰✨","2024-12-28T08:07:49Z","fZcwobA0EJ4","nonbot"
"310","Hallo liebe Irina! Vielen Dank für das schöne Video! 🤗🤗🤗 Ich wünsche euch ein schönes restliches Wochenende! 🥰🥰🥰 Ich hoffe, du kannst dich etwas erholen. Man merkt dir an, wie schlecht es dir geht. 😔😔😔 Ich wünsche dir nur das Beste! 🍀🍀🍀","2024-12-28T15:13:22Z","uBKrO2FkfsM","nonbot"
"311","Liebe dich du bist sooooooo lustig auch🎉❤🎉❤ PIN pls? (muss nicht) ✨🎀✨🎀","2024-12-28T07:30:53Z","GZu4u-NixOQ","nonbot"
"312","Ich glaube an Jeschua Jesus Christus mein Herrn , Retter und Erlöser und ich liebe ihn und ich glaube an GOTT mein Vater und ich liebe ihn so sei es 🙏✌️❤️👍🙂","2024-12-29T04:03:41Z","O8ytfU493f8","nonbot"
"313","Dirk kann ich jederzeit stundenlang zuhören, aber alle Beteiligten sind sehr interessant und das Ganze ist sehr unterhaltsam, vielen Dank für das Hochladen 👍👍👍🙂","2024-12-28T16:08:39Z","ptySff-0sp0","nonbot"
"314","Cooles Video Ich wünsche dir schon Mal einen guten Rutsch ins neue Jahr mein lieber 😊😊😊","2024-12-28T11:19:55Z","pcvwmtb3AWw","nonbot"
"315","Liebe Landsleute,lasst es euch nicht nehmen Silvester so zu feiern und zu verbringen, wie ihr das für richtig haltet und geplant habt!🍾🥂🥁🎆🎇🎉🎊📣🇩🇪👍🥰","2024-12-28T16:36:55Z","rx4ipcR5nOs","nonbot"
"316","Niedliche Katze aww😊❤❤ liebe deine Videos ❤❤❤ bist der beste und deine Shorts sind lustig ❤❤❤❤","2024-12-29T10:43:00Z","IqWGPr7ZM24","nonbot"
"317","Wieder ein tolles Video so wie alle deine Videos ❤😊","2024-12-28T22:46:42Z","p6XJIcIP1Io","nonbot"
"318","Na dann schauen wir mal, wird ein spannendes 2025 werden, abermals lieben Dank für den Content, drei Daumen nach oben 😅 👍👍👍","2024-12-28T12:44:58Z","-HbdvEO4DWE","nonbot"
"319","Du siehst Wunderschön aus. Ich liebe deine Haare. 😊❤❤❤❤","2024-12-28T18:21:45Z","AgpFvqcEzdQ","nonbot"
"320","Danke Paulina für diese motivierende Antwort 😊😊😊😊❤ i love you ❤","2024-12-28T15:09:56Z","fTmcFeR3LUo","nonbot"
"321","Du mach die geilsten Videos 👍🏼","2024-12-28T22:25:03Z","D96qzpGBdZ0","nonbot"
"322","Vielen lieben Dank für deinen interessanten Beitrag ❤ und einen guten Rutsch ins 2025 ❤","2024-12-28T20:32:29Z","fZcwobA0EJ4","nonbot"
"323","Ich liebe deine Videos ❤","2024-12-29T11:25:50Z","zCIub4Kzgcc","nonbot"
"324","Tolles Video wie immer 😊👍🏻 Danke das du immer wieder interessante Immobilien zeigst. Wobei diese Villa einen eher abschreckt 10 Millionen dafür?🫠","2024-12-29T09:26:06Z","T0igxDR3v9M","nonbot"
"325","Lieber Kevin, ich hab keine Ahnung wie es kommt 🤷🏻‍♀️ Würde mich aber freuen, wenn es nur ansatzweise so kommt wie du sagst 😂 Danke für deine Arbeit. ❤ Rutsch gut in ein Jahr voller wahrer Prognosen 🚀","2024-12-29T06:28:23Z","-HbdvEO4DWE","nonbot"
"326","Wow😮ich finde dieses Haus am besten 🤩 liebe eure vidios","2024-12-28T12:28:43Z","KD_aB2AseSQ","nonbot"
"327","Ich werde mir das Video an schauen ich weis aber jetzt schon das es geil wird😂😂😂","2024-12-28T10:39:11Z","CetnU_PPAgA","nonbot"
"328","Das Verkaufen wird nicht leicht werden, leider. Vielen Dank Karo für deine tolle Arbeit 👍🏾","2024-12-28T13:50:29Z","GQ9yvrW4GPo","nonbot"
"329","Ich lieber gemeinsam statt einsam meine Frau spielt auch und ihr beiden sowas von toll 🎉🎉❤❤","2024-12-29T09:54:23Z","exIhdfgraH8","nonbot"
"330","Du bist der beste ich liebe deine Videos ich wünsche dir schonmal frohes neues Jahr 🎆🎈🎊 💕","2024-12-28T12:19:06Z","lWcSzX5Kl10","nonbot"
"331","Lieber Heiko du hast wieder super Witze ich kann nicht mehr ich liebe deine Witze ich wünsche euch beiden eine gute Nacht 😂😂😂😂👍👍🙏⭐🌛🥰🥰","2024-12-28T23:24:07Z","WPdP_a0Aufo","nonbot"
"332","Alice für Deutschland und gewinnen 👍 Nur noch AFD kann diese Idioten stoppen 👍 Danke für die Arbeit  👍 👍","2024-12-29T00:12:59Z","ojpJDP3v3YU","nonbot"
"333","Danke 👍👍👍👍","2024-12-28T12:35:57Z","8RHFDd8e-jg","nonbot"
"334","Sehr schönes Video👍","2024-12-29T11:29:28Z","F5aNtsvWb48","nonbot"
"335","Hoffen wir das Allerbeste! Danke sehr für die sehr inspirierende Infos! 🍀🍀🍀","2024-12-29T10:45:33Z","plxAJeM0fEw","nonbot"
"336","Dankeschön. 🙏💐🌺🐶😼🍀🐞😇💝☀️🦋🔥","2024-12-28T12:16:13Z","AMT7qk7LOlA","nonbot"
"337","Vielen lieben Dank für Ihre Bemühungen 🙏👍💋✌️🥰","2024-12-29T07:33:00Z","ebkXfFUX9oc","nonbot"
"338","Guten Morgen Fabian danke für das Update Video bis zur nächsten Video 👍🙂","2024-12-28T08:59:06Z","HXXF2_hRyv4","nonbot"
"339","GLÜCKWUNSCH🎉🎉LIEBE DEINE VIEDEOS😊","2024-12-28T14:58:38Z","-pHBpklj4_o","nonbot"
"340","Ich liebe deine positive Art ❤ wird mir auch alles andere von dir anschauen Wüsste voll gerne deine Meinung zu einigen anderen Themen auch 🎉❤ liebe ❤😊","2024-12-28T23:06:31Z","qh7y5lAgwhw","nonbot"
"341","Lieber Herr Winter einen guten Rutsch ins neue Jahr 2025 für Sie und die nette Marktfrau 🍀🍀🍀🐷","2024-12-29T11:53:53Z","FVLdtMeyH1U","nonbot"
"342","Ich liebe deine gta Videos die sind so cool du  gibst dir so viel mühe 🎉🎉🎉🎄🎄","2024-12-28T12:49:17Z","IEQjGOZF2rU","nonbot"
"343","Wir brauchen mehr Dora ❤ wir lieben deine Videos 😂😂😂","2024-12-28T19:44:22Z","NWVUf0pRMcE","nonbot"
"344","Ich  liebe dich ❤❤❤ machst coole  Sachen 🎉🎉❤❤❤❤","2024-12-29T09:29:16Z","nxgnyqidWXM","nonbot"
"345","Ich liebe deinen und leontin sein Kanal😘❤️❤️❤️♥️","2024-12-28T19:25:18Z","A6axQnL27qg","nonbot"
"346","Leontin ich liebe dich❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤","2024-12-28T20:08:10Z","A6axQnL27qg","nonbot"
"347","Ich liebe deine Videos👍","2024-12-28T18:48:44Z","Y-2ShPflHF4","nonbot"
"348","Du bist ein Held du bist ein Ehrenmann danke, dass du sowas machst.🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 ich hab dich auf jeden Fall abonniert","2024-12-28T15:54:36Z","Y-2ShPflHF4","nonbot"
"349","Ich liebe deine viedeos wegen Viktor ❤❤und den Raketen ,Böllern ,Batterien ❤ Er ist sooo sympathisch 😊❤❤❤","2024-12-28T21:33:09Z","AcwtfOPxIME","nonbot"
"350","Ich liebe sein Humor 😂❤","2024-12-28T21:03:52Z","WPdP_a0Aufo","nonbot"
"351","Würde mir so heftig wünschen das du hart potter Kekse dekorierst liebe dich und deine Videos ❤","2024-12-28T13:55:29Z","hpnSp0h7g8Q","nonbot"
"352","hallo fußball nerd👋ich gucke deine videos von anfang an.Du hast mehr oder weniger in einem jahr rund 200.000 abonennten🥳 Einfach krass🫨","2024-12-28T11:04:11Z","THQBGX9Sdqc","nonbot"
"353","Lieber Herr Reichelt, Dankeschön, ich stehe voll und ganz zu Ihrem wirklich sehr guten Beitrag 🙏💙💙💙","2024-12-29T11:43:07Z","QsPeuR_47Mc","nonbot"
"354","Chris tall bitte mach im neuen Jahr genauso super weiter danke ❤🫶🫶","2024-12-29T09:03:39Z","Rt3nyYyQWSc","nonbot"
"355","Dieser Mann kann noch die Wahrheit sagen, ohne das am nächsten Morgen das SEK bei ihm klingelt !! Vielen Dank für ihre Unterstützung!! Hoffentlich trägt Sie dazu bei uns aus diesem irrenhaus zu befreien 👍👍👍🤷‍♂️🤷‍♂️🤷‍♂️🤗🤗🤗","2024-12-28T21:04:40Z","1jojkCtYZcQ","nonbot"
"356","Wie lustig bei uns ist es auch Raclette ❤#askkalicassy Was würdest du wen die Welt unter geht retten. Ich liebe deine Videos, wen ich sie sehe dann bin ich gleich wieder fröhlich 😀 Bitte grüße mich. 🍒","2024-12-28T21:46:26Z","iqqXe65haQo","nonbot"
"357","Nachträglich alles Gute zu Deinem Geburtstag Carsten 🍀🎉🎂 Mach weiter so, die Aufklärung ist sehr wichtig. Auch dieses Video trägt dazu bei. Liebe Grüße","2024-12-29T08:47:19Z","itPgOb58i2Q","nonbot"
"358","Nices Video 😅😂🎉 Guten Rutsch ins neue Jahr!🎉🎆","2024-12-29T09:12:19Z","TB4lbmqh0cg","nonbot"
"359","Viel Spaß ❤❤ beim Silvester ❤ und Dankeschön das Kevin für dein Feuerwerkvideo🎆🎆🎆🎆🎆👍💞du bist der beste","2024-12-28T09:19:34Z","lWcSzX5Kl10","nonbot"
"360","Starkes Signal tolles Erlebnis das Video gute Arbeit🎉","2024-12-28T23:46:31Z","FX5buG_fDEg","nonbot"
"361","Ich liebe deine Videos😁😁😁","2024-12-28T08:24:56Z","3O0REeY8jKc","nonbot"
"362","Lieber Phillip vielen Dank für dieses erfolgreiche Jahr, dass ich nur euch zu verdanken habe ❤️ und auch vielen Dank an dich dass du auch zur Weihnachtszeit immer kostenlose Videos machst und dir dafür Zeit nimmst, Gott segne dich und deine Familie Tausend Dank 🙏👏🚀","2024-12-30T15:15:55Z","ooVZ4WaQDKI","nonbot"
"363","Liebe deine Videos ❤🎉","2024-12-28T12:02:17Z","Zoozcbpx3Ws","nonbot"
"364","3 liebe deine Videos ❤❤","2024-12-28T11:34:48Z","1Pn943x8J5E","nonbot"
"365","Sehr „geil gemacht“ -es Video 🔥","2024-12-28T17:17:38Z","6ujSRDT6URc","nonbot"
"366","Waaaass haha ist denke ich klar, viel Liebe macht echt gute videos 🫶🏼😁","2024-12-29T00:20:33Z","exIhdfgraH8","nonbot"
"367","Wie findet das Video auch cool🥳 👇","2024-12-28T10:37:45Z","CetnU_PPAgA","nonbot"
"368","ICH LIEBE DEINE VIDEOS KANNST DU MICH GRÜßEN","2024-12-28T12:47:53Z","IEQjGOZF2rU","nonbot"
"369","Geiles video❤❤😂😂😂❤","2024-12-28T20:59:16Z","cxDP7XxG1vs","nonbot"
"370","Ich liebe diesn Kanal , einfach nur Geil 😂👍🏻👍🏻👍🏻 Weiter so 👍🏻✌🏻🤟🏻","2024-12-29T11:52:22Z","lQhyhdvRRxY","nonbot"
"371","Ich liebe deine Videos, mach bitte mehr solcher Storys 😂😂","2024-12-29T00:58:09Z","O86Xo1JsI8E","nonbot"
"372","Ich liebe dieses LIED 🌹🌹🌹😻😻😻😻😻","2024-12-29T08:50:46Z","I6cdbQ2bDBY","nonbot"
"373","Finnel bitte bitte kom nach korb Baden Württemberg ich liebe deine videos❤","2024-12-29T00:45:46Z","Y-2ShPflHF4","nonbot"
"374","Ich liebe die Kommis hier!!! So viel tolle kreative Ideen 😍","2024-12-28T23:46:43Z","Szri4oHM748","nonbot"
"375","Okay 👍✅übrigens liebe  deine Videos und bin seit Anfang an dabei ❤","2024-12-28T13:28:30Z","tGQspcngH64","nonbot"
"376","Erste😮 liebe deine videos❤🎉❤🎉❤🎉","2024-12-28T14:18:34Z","lwpBc7vlYhk","nonbot"
"377","Ich liebe deine Arbeit und deine Kreativität ❤️ Könntest du mal Kekse zu Thema Voltigieren dekorieren? Es würde mich soooooo freuen ❤❤❤❤","2024-12-28T13:22:58Z","hpnSp0h7g8Q","nonbot"
"378","Alice ich liebe dich...du bist der einzige Hoffnung für Deutschland","2024-12-29T12:31:38Z","EdzCDiUJ9DM","nonbot"
"379","💙LIEBER HELMUT, DU UND DEINE GÄSTE, IHR SEID IMMER👍‼️DANKE‼️💕🌞","2024-12-28T12:24:21Z","v4X3Dn4ZRpg","nonbot"
"380","Es ist schön zu wissen, daß meine Katze mich liebt, da ich sie auch sehr lieb habe!❤🥰","2024-12-28T17:10:29Z","fwYqiQjEgBI","nonbot"
"381","Ich liebe deine❤viedios, der Beauty spoint ist echt komisch die normalen sind wirklich besser😅","2024-12-28T19:16:30Z","nxgnyqidWXM","nonbot"
"382","Mach bitte wieder Dora Videos 😊 ❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤bitte wieder Dora!!!!❤❤❤","2024-12-28T14:21:35Z","NWVUf0pRMcE","nonbot"
"383","Wow danke für diese wunderbaren Worte 🫶🏻🙏🏻","2025-01-05T12:17:13Z","Kx3koczIENI","nonbot"
"384","13:30 „Danke für die Rose 🌹“ Ich höre einfach nur noch das wenn ich sein Gesicht sehe…","2024-12-29T00:45:12Z","T_L4F8rV8FE","nonbot"
"385","Ich würde die mittleren Spiesse noch ein wenig aus einander setzen dann ist das Risiko kleiner das mal eine Balle nicht richtig hält aber nur meine Meinung Danke fürs gute Video 👍","2024-12-27T22:25:12Z","WxAejd6P3GQ","nonbot"
"386","Vielen Dank lieber Ceddo und lieber Dennis für euer Adventsspecial mit den zwei Videos pro Tag! 💕 Das war echt super toll! Jetzt habt ihr euch den Urlaub richtig verdient! 🤗","2024-12-29T01:46:43Z","hkdpxUxrf_c","nonbot"
"387","Wunderschöne Gedanken und Worte, lieber Raphael. Vielen Dank, dass Du uns hier an Deiner Reise durch die Rauhnächte teilhaben lässt ❤😊","2024-12-28T20:20:11Z","0DNWPcwmLUY","nonbot"
"388","Abonniert, danke für das Video 👍👍👍","2024-12-29T07:16:50Z","K0tOa4Fx61I","nonbot"
"389","Sooo ein geiles Format. Ich liebe es!😍","2024-12-29T10:25:26Z","kVf63RFBt1c","nonbot"
"390","Könntest du das selbe nur mit Creepern machen? Wäre echt cool!!! Liebe deine Videos♥️🎉","2024-12-28T13:26:07Z","Aa_TzD-cUn8","nonbot"
"391","Mohi du bist der beste mach weiter so ich liebe deine Videos 🤣🤣🤣","2024-12-29T12:49:42Z","zCIub4Kzgcc","nonbot"
"392","Ich liebe ihn einfach und sein Humor! Mit der beste Comedian Deutschlands 🎉😍","2024-12-29T09:33:44Z","RpQgB7nOEOQ","nonbot"
"393","Ihr habt das so gut gemacht, herzlichen Dank dafür ihr Lieben🥰🙏","2024-12-28T22:21:57Z","Q4QP-NBApIw","nonbot"
"394","Danke dir und ein gutes neues Jahr ✌🏼🫶🏽👌🏼🇨🇭☺️❗️","2024-12-29T15:06:01Z","r2fkER-GU3g","nonbot"
"395","Richtig cooles Video mach weiter so 💪💪","2024-12-29T07:30:09Z","YpD0LNfZbBc","nonbot"
"396","Danke liebe Nina, du bist ein Engel und ein Segen. 🙏❤️","2024-12-30T07:54:27Z","1O9Bv9YRJj4","nonbot"
"397","Nachträglich frohe weihnachten!! ❤ liebe dich jessie du bist  die beste🎀🏹","2024-12-30T09:03:09Z","U6n9G3AUhsc","nonbot"
"398","Herr Klöppel danke für ihre ständigen Infos .. kommen sie gut und gesund ins neue Jahr 🍀","2024-12-29T18:11:36Z","li_pJ-ZxfHg","nonbot"
"399","Echt Lehrreiche und Liebevolle Storry😊❤","2024-12-30T12:34:03Z","6ZadC0aQcuw","nonbot"
"400","Das video war so geil😂😂😂😂","2024-12-29T21:42:51Z","ZWyjKKapGig","nonbot"
"401","Ich liebe deine Viedios😊❤🎉","2024-12-29T18:20:49Z","eC3CLtAzuY4","nonbot"
"402","Hi, ich liebe eure Videos und hätte noch eine Idee. Ihr könntet doch mal Siri euren Tag bestimmen lassen. Ihr seid die besten ❤️👋","2024-12-29T21:41:44Z","WAcR2SDZ5DE","nonbot"
"403","Der Bericht war wirklich toll und sehr informativ – vielen Dank dafür! 👍 Ich stimme den Gutachtern absolut zu und teile deren Einschätzung, vom Kauf abzusehen. Der Verkaufspreis erscheint mir im Vergleich zum damaligen Neupreis viel zu hoch, besonders wenn man bedenkt, dass das Boot fast 50 Jahre alt ist. ⛵️ Der Schaden am Teakdeck ist aus meiner Sicht sehr problematisch, da die Reparatur nicht nur teuer 💰, sondern auch extrem aufwendig ist. Hinzu kommt die Unsicherheit, welche weiteren Schäden – insbesondere am Sandwichkern – möglicherweise vorhanden sind. ❗️ Insgesamt ein sehr riskantes Angebot.","2024-12-29T12:02:18Z","WQx9h9mKl_A","nonbot"
"404","Hallo ihr lieben,wünsche euch von ganzen Herzen ein guten Rutsch ins Neue Jahr.Bleibt gesund und drücke euch die Daumen das alles gut geht ihr seit ne starke Familie.❤👍🍀🍀🍀🎇🎇🎉","2024-12-30T10:36:41Z","2eU441pNSio","nonbot"
"405","Vielen Dank für diesen tollen Stream mit vielen geilen Momenten😂 Gute Nacht und ich freu mich schon auf den nächsten Stream","2024-12-29T22:52:29Z","poLQi9sgkBA","nonbot"
"406","Liebe Grüße und guten Rutsch 💫✨🌟⭐️","2024-12-29T11:16:03Z","j-rC6AkLM4Y","nonbot"
"407","Danke das wünsche ich Ihnen auch🎉🎉","2024-12-30T11:25:53Z","li_pJ-ZxfHg","nonbot"
"408","Dankeschön für die Info, einen guten Rutsch ins neue Jahr 🍀","2024-12-29T16:56:05Z","li_pJ-ZxfHg","nonbot"
"409","Besten videos 😂😂😂😂","2024-12-30T09:27:30Z","tta2hs31OkQ","nonbot"
"410","Top Video ehrlich 👍🏾","2024-12-29T23:44:52Z","99xT-SFJMVI","nonbot"
"411","Ich liebe euch😂😂😂","2024-12-30T08:51:25Z","E6Yt5qcZNvo","nonbot"
"412","Vielen Dank für Deine wertvolle Arbeit 👍","2024-12-29T08:42:15Z","TEtED2WFcJ8","nonbot"
"413","Wie lustig und sympathisch kann eine Familie bitte sein 🥹🥰 bei jedem Video sterbe ich gefühlt vor lachen !!!","2024-12-29T23:10:51Z","9SqWUwe8qcE","nonbot"
"414","Liebe deine Videos 💓💓💓💋💓","2024-12-30T15:08:06Z","ek9q66jTPqc","nonbot"
"415","Liebe euch ihr seid die besten Youtuber❤🎉","2024-12-29T19:51:56Z","-1BfpGw1Seo","nonbot"
"416","Lieber @EureVideosFahrnuenftig ich verfolge dich schon etwas länger und wollte einfach mal Danke sagen. Danke für die vielen schönen Videos und danke für die Unterhaltung ❤ Komm gut ins neue Jahr.","2024-12-30T11:40:06Z","nb0ibOPmrpQ","nonbot"
"417","Die Musik im Video ist lauter als der Knall 💀","2024-12-30T12:13:38Z","v-EckYYDw2E","nonbot"
"418","Ich liebe Dich 💖","2024-12-29T23:43:22Z","nYDCbE4bBNI","nonbot"
"419","Lieber Sirwan, ich wünsche Dir ein astronomisch gutes Raumfahrtjahr 2025!🤗","2024-12-30T10:18:09Z","FVR9Xbsj_z8","nonbot"
"420","Moin liebe Maren, unglaublich was du für tolle Ideen hast😍 Liebe Grüße","2024-12-29T16:56:10Z","EUnCBt2UpV4","nonbot"
"421","🍀🍀🍀 Herzlichen Dank für deine wunderbaren Ideen, deine unterhaltsamen Videos und damit ganz viele Glücksmomente in meinem Zuhause. Ich wünsche dir und deinen Lieben ein fröhliches Fest, um ins neue Jahr zu rutschen. Alles Liebe, Gesundheit und Glück für 2025. 😃🍀 Freue mich auf das Wiedersehen. Grüße aus der Lüneburger Heide. Kerstin🎉","2024-12-30T08:36:21Z","lOOdVEn3x0Q","nonbot"
"422","Zum Brüllen!😅😅😅Danke und gudn Rudsch!❤🎉😂","2024-12-30T08:23:29Z","D25Nu8sQy78","nonbot"
"423","Ich liebe eure Videos 😂","2024-12-30T10:30:42Z","o7JqNUjjG2c","nonbot"
"424","Von❤danke liebe Silke und Team! Und Allen da draußen ein licht-,liebe- und friedvolles Jahr in Vertrauen auf die göttliche Führung 🎉❤😊","2024-12-30T13:17:50Z","KMBqmzbvOlw","nonbot"
"425","Liebe Monika, Das ist ja echt ein süßes Täschchen mit dem Henkel  ❤ Danke für immer wieder schönen und brauchbaren Ideen Ideen ❤.  Wünsche dir und deiner Familie einen wunderschönen Start in ein gesundes und zufriedenes Neues Jahr,  Alles Liebe 💐🍀😍","2024-12-29T21:48:02Z","p0QH8UXc2A8","nonbot"
"426","Tolle kreative Ideen für den Silvesterabend🎉🍀Danke dir, liebe Laura❤ Hab einen gesunden Start ins neue Jahr 🍀🙏👋","2024-12-29T16:58:55Z","axkeAoKcQdc","nonbot"
"427","Super lustiges Video 😂😂😂","2024-12-30T01:06:28Z","gQ16mCPy2d0","nonbot"
"428","Danke an alle Rettungssanitäter 🫂  alles Gute an das tapfere Mädchen.möge Gott Dich immer beschützen, Mäuschen 🌿","2024-12-29T23:40:24Z","QRMxZiVr0eA","nonbot"
"429","Haha sehr geil ich liebe es 🤣🤣🤣🙏🏻","2024-12-29T11:03:04Z","gQeH95NttlQ","nonbot"
"430","Du bist soooo eine Coole Yutuberin ❤❤❤ liebe deine Vidios❤❤❤🎉","2024-12-29T17:45:02Z","XOD2crG11BU","nonbot"
"431","Vielen Dank 🙏🏻 Wünsche Dir und Mama Regina einen guten Rutsch ins neue Jahr 🎉.Vielen Dank für deine Arbeit und deine tollen Videos ❤❤❤","2024-12-29T14:51:45Z","lBeCcmtqyUw","nonbot"
"432","ich liebe deine Videos und gute Besserung😃❤❤💖","2024-12-29T17:17:02Z","_O0s3wrd4Cw","nonbot"
"433","Liebe Monika. Ich wünsche dir, deiner Familie sowie allen deinen Anhängerinnen einen guten Rutsch und ein erfolgreiches Nähjahr.🎉😊","2024-12-29T23:38:06Z","p0QH8UXc2A8","nonbot"
"434","Genau dafür liebe ich diesen Kanal: echt und authentisch, nicht immer schick und schön, wie das echte Leben eben ist. Weiter so, lieber NDR 👍 Und für alle Landwirte mein großer Respekt, schon jetzt alles Gute für 2025👋🚜💨","2024-12-29T09:34:37Z","zW4gMtPodiI","nonbot"
"435","🤩🫶Dankeschön liebe Silke","2024-12-30T13:02:17Z","KMBqmzbvOlw","nonbot"
"436","Es macht immer wieder große Freude,  euch bei der Bescherung zu zuschauen.  Ihr seid so genügsam und Dankbar 🫶🎄🫶 viele Liebe Grüße 🫶","2024-12-29T18:13:44Z","AIvQy9OvEG4","nonbot"
"437","Das war Spannung pur, Danke für dieses epische Duell 🙏🙏🙏","2024-12-29T18:17:06Z","cYPj-1erV0Q","nonbot"
"438","❤ vielen lieben Dank für diese tollen Ideen 🎉 ich wünsche dir einen guten Rutsch ins neue Jahr 🍀","2024-12-29T12:31:47Z","axkeAoKcQdc","nonbot"
"439","Ich Danke dir, für deine ehrlichen und wichtigen Aufklärungsvideos.😘❤🌍🕊","2024-12-30T08:58:42Z","YdX5tOSrxxM","nonbot"
"440","❤❤❤Vielen ❤️ lichen Dank liebe Silvia für deine unermüdliche Arbeit für uns alle Danke Danke Danke ❤️ Du liegst immer wieder richtig, man muß nur aufpassen und sich auch damit befassen. Das eigene Denken und hinterfragen ist essenzielle voraussetzung für DAS Verständnis. ICH wünsche Dir ein gutes und erfolgreiches Neues Jahr 2025 Gesundheit und  Glück für die Zukunft Danke für dein Sein LG Sofia Sonja aus München 💝 🌹 🍀 🙏 💝 ❤❤❤❤❤","2024-12-30T09:54:24Z","wcMdp2K5Tlw","nonbot"
"441","Endlich ich liebe dieses Format 💓💓💓","2024-12-29T14:19:03Z","gfjvf9JlCuI","nonbot"
"442","Ich liebe immer deine Videos 😊","2024-12-29T09:01:27Z","2eBu2z-0VgI","nonbot"
"443","Danke für die Info 😊 und guten Rutsch ins neue Jahr 🎉","2024-12-29T16:33:46Z","SuQirZrqfIk","nonbot"
"444","9:58 so true 😂, liebe deine Videos ❤️","2024-12-29T18:25:30Z","9NoH2e3z5Co","nonbot"
"445","Icrimax du bist beste Youtubeer danke das du mich gekrüßt hast 😊🎉 ich feier dich schön seit vielen Jahren. Ich heiße Sem ich hab mich nur verschrieben aber danke das du mich trotzdem gekrüßt hast🎉🎉😊","2024-12-30T12:56:12Z","mEA4gBCYZjA","nonbot"
"446","💖echt cooles video von lehrenfrau ich liebes coolio💖🐰","2024-12-30T00:49:27Z","o8TzMksXLqM","nonbot"
"447","Einen guten Rutsch wünsche ich dir auch,lieber Alex-Gesundheit und Glück 🎉🍀💥🐞🎇LG Dani👋👋","2024-12-29T23:59:47Z","SZW01PWtJdw","nonbot"
"448","Ich gucke dich schon seit 4 Jahren Paula und ich liebe dich einfach über alles 💓💓💓💓💓💓💓❤️❤️❤️❤️🥰😍🤪😅 für mich bist du einfach die beste tiktokerin youtuberin auf der ganzen Welt","2024-12-30T05:36:40Z","raADlTywx3Y","nonbot"
"449","Angst ist keine wirkliche Alternative zur Liebe! 💖 Starre nicht zur Lebendigkeit. 🧡💜 Inne halten, durchatmen und mutig weiter schreiten, gesund SEIN - auch mental und emotional, das wünsche ich uns Allen für das kommende Jahr! 💫🩵🧚‍♀️⭐️💜🍀👍","2024-12-30T13:22:23Z","KMBqmzbvOlw","nonbot"
"450","Danke für dieses schöne Jahresabschluss Video, lieber Rainer ❤️. Ich wünsche dir und deiner Familie auch einen guten Rutsch und alles Gute für 2025🍀🚲🛴❤️","2024-12-31T12:29:16Z","15bT8GXTwNo","nonbot"
"451","Danke liebe Nina ❤,es ist sehr schön dir zuzu hören 🍀🫶","2024-12-30T12:59:22Z","1O9Bv9YRJj4","nonbot"
"452","Marek und Thomas ich liebe euch beide.☺🥰 Ihr seid echte Männer mit klasse und Charakter.👍👍👍","2024-12-30T09:54:19Z","LptHefGvBTw","nonbot"
"453","Ihr seid soo lustig❤❤ ich liebe eure videos ❤😊🎉","2024-12-29T13:31:58Z","9SqWUwe8qcE","nonbot"
"454","Hi Paul, irgendwie ein Mega geiles Video. Deine hochwertigen Videos. Erste Sahne 👍.Location super schön. War ja mal eine große Firma . Wünsche dir und Harald einen guten Rutsch 🎆 liebe Grüße Katrin ❤🙏🏻","2024-12-29T13:41:30Z","-y_Xf4LgkCA","nonbot"
"455","Alles Gute im Urlaub Omid. Komm Gut erholt zurück. Liebe Grüße.🍀💪","2024-12-29T22:30:13Z","-yUywMZaSpo","nonbot"
"456","Ich liebe deine Videos 💞","2024-12-30T09:43:25Z","hecHaO-7Lco","nonbot"
"457","Super originelle Idee 😊 Dankeschön","2024-12-29T21:14:14Z","AROEm48lJc8","nonbot"
"458","Moin, guten Rutsch und ein gesegnetes neues Jahr für Euch und Euren Familien. Macht bitte im nächsten Jahr so weiter ich freu mich drauf und bin dabei. Liebe Grüße aus dem Münsterland 😀😀😀👍👍👍","2024-12-29T19:15:24Z","DKuYBtyTcqA","nonbot"
"459","Schönes altes Video 👍","2024-12-29T21:23:05Z","tta2hs31OkQ","nonbot"
"460","Ohv Friends 💙 Liebe dich und deine Videos 😂","2024-12-29T12:50:59Z","-y_Xf4LgkCA","nonbot"
"461","So isses leider! Im neuen Jahr einfach abschaffen, oder...😂 Alles Gute für 2025 wünsche ich Ihnen, lieber Herr Sonneborn! 🥂🍾🎉✌️","2024-12-29T19:57:32Z","BHEw0jMJgCw","nonbot"
"462","Ihr seit auch zu dritt die geilsten! Was für eine irre Leistung,  ich ziehe meinen Hut! Euch einen guten Rutsch und herzlichen Dank für die tollen Videos und die vielen Arbeit drumherum!🎉❤","2024-12-30T13:05:56Z","vxemiHpt9_A","nonbot"
