ID,Comment,Label,comment_length,word_count,Time_Difference,!_occurring,Dank_occurring,sentence_count,average_word_length,emoji_count
306,"Lieber Dr. Rieck, vielen Dank für Ihre Beiträge in 2024!🎉",nonbot,57,10,0 days 09:28:32,1,1,2,4.4,1
307,Gutes Video ❤🎉😊❤️👍👍👍👍👍,nonbot,22,2,0 days 05:49:54,0,0,1,5.0,9
308,Vielen Dank für das tolle Video! Habe viel gelernt! ✌🏻🍀🍀🍀,nonbot,57,9,0 days 04:41:05,1,1,2,4.555555555555555,4
309,"Vielen Dank lieber Bill für deine Arbeit! Ich könnte dir ewig zuhören, auch wenn die Themen nicht immer meine sind (aber häufig). Wünsche dir ein Glückiches neues Jahr 2025!🙏🥰✨",nonbot,176,29,0 days 00:37:27,1,1,3,4.793103448275862,3
310,"Hallo liebe Irina! Vielen Dank für das schöne Video! 🤗🤗🤗 Ich wünsche euch ein schönes restliches Wochenende! 🥰🥰🥰 Ich hoffe, du kannst dich etwas erholen. Man merkt dir an, wie schlecht es dir geht. 😔😔😔 Ich wünsche dir nur das Beste! 🍀🍀🍀",nonbot,236,38,0 days 09:12:56,1,1,6,4.605263157894737,12
311,Liebe dich du bist sooooooo lustig auch🎉❤🎉❤ PIN pls? (muss nicht) ✨🎀✨🎀,nonbot,70,11,0 days 00:30:40,0,0,2,4.363636363636363,8
312,"Ich glaube an Jeschua Jesus Christus mein Herrn , Retter und Erlöser und ich liebe ihn und ich glaube an GOTT mein Vater und ich liebe ihn so sei es 🙏✌️❤️👍🙂",nonbot,156,30,0 days 10:35:48,0,0,1,4.068965517241379,5
313,"Dirk kann ich jederzeit stundenlang zuhören, aber alle Beteiligten sind sehr interessant und das Ganze ist sehr unterhaltsam, vielen Dank für das Hochladen 👍👍👍🙂",nonbot,160,23,0 days 04:20:08,0,1,1,5.695652173913044,4
314,Cooles Video Ich wünsche dir schon Mal einen guten Rutsch ins neue Jahr mein lieber 😊😊😊,nonbot,87,15,0 days 03:19:14,0,0,1,4.6,3
315,"Liebe Landsleute,lasst es euch nicht nehmen Silvester so zu feiern und zu verbringen, wie ihr das für richtig haltet und geplant habt!🍾🥂🥁🎆🎇🎉🎊📣🇩🇪👍🥰",nonbot,146,22,0 days 05:46:11,1,0,1,5.0,11
316,Niedliche Katze aww😊❤❤ liebe deine Videos ❤❤❤ bist der beste und deine Shorts sind lustig ❤❤❤❤,nonbot,94,14,0 days 19:42:45,0,0,2,4.928571428571429,10
317,Wieder ein tolles Video so wie alle deine Videos ❤😊,nonbot,51,9,0 days 12:36:33,0,0,1,4.444444444444445,2
318,"Na dann schauen wir mal, wird ein spannendes 2025 werden, abermals lieben Dank für den Content, drei Daumen nach oben 😅 👍👍👍",nonbot,123,20,0 days 01:44:58,0,1,1,4.75,4
319,Du siehst Wunderschön aus. Ich liebe deine Haare. 😊❤❤❤❤,nonbot,55,8,0 days 01:59:25,0,0,2,5.0,5
320,Danke Paulina für diese motivierende Antwort 😊😊😊😊❤ i love you ❤,nonbot,63,9,0 days 02:01:48,0,1,2,5.222222222222222,6
321,Du mach die geilsten Videos 👍🏼,nonbot,30,5,0 days 09:37:24,0,0,1,4.6,1
322,Vielen lieben Dank für deinen interessanten Beitrag ❤ und einen guten Rutsch ins 2025 ❤,nonbot,87,13,0 days 13:02:07,0,1,2,5.461538461538462,2
323,Ich liebe deine Videos ❤,nonbot,24,4,0 days 22:25:43,0,0,1,4.75,1
324,Tolles Video wie immer 😊👍🏻 Danke das du immer wieder interessante Immobilien zeigst. Wobei diese Villa einen eher abschreckt 10 Millionen dafür?🫠,nonbot,145,21,0 days 23:41:05,0,1,3,5.619047619047619,3
325,"Lieber Kevin, ich hab keine Ahnung wie es kommt 🤷🏻‍♀️ Würde mich aber freuen, wenn es nur ansatzweise so kommt wie du sagst 😂 Danke für deine Arbeit. ❤ Rutsch gut in ein Jahr voller wahrer Prognosen 🚀",nonbot,200,34,0 days 19:28:23,0,1,4,4.470588235294118,4
326,Wow😮ich finde dieses Haus am besten 🤩 liebe eure vidios,nonbot,55,9,0 days 01:24:14,0,0,2,4.888888888888889,2
327,Ich werde mir das Video an schauen ich weis aber jetzt schon das es geil wird😂😂😂,nonbot,80,16,0 days 00:03:25,0,0,1,3.875,3
328,"Das Verkaufen wird nicht leicht werden, leider. Vielen Dank Karo für deine tolle Arbeit 👍🏾",nonbot,90,14,0 days 05:50:21,0,1,2,5.142857142857143,1
329,Ich lieber gemeinsam statt einsam meine Frau spielt auch und ihr beiden sowas von toll 🎉🎉❤❤,nonbot,91,15,0 days 23:58:34,0,0,1,4.8,4
330,Du bist der beste ich liebe deine Videos ich wünsche dir schonmal frohes neues Jahr 🎆🎈🎊 💕,nonbot,89,15,0 days 04:04:05,0,0,1,4.6,4
331,Lieber Heiko du hast wieder super Witze ich kann nicht mehr ich liebe deine Witze ich wünsche euch beiden eine gute Nacht 😂😂😂😂👍👍🙏⭐🌛🥰🥰,nonbot,133,22,0 days 02:39:05,0,0,1,4.545454545454546,11
332,Alice für Deutschland und gewinnen 👍 Nur noch AFD kann diese Idioten stoppen 👍 Danke für die Arbeit  👍 👍,nonbot,104,16,0 days 06:15:33,0,1,3,5.0,4
333,Danke 👍👍👍👍,nonbot,10,1,0 days 01:35:48,0,1,1,5.0,4
334,Sehr schönes Video👍,nonbot,19,3,0 days 00:29:16,0,0,1,5.333333333333333,1
335,Hoffen wir das Allerbeste! Danke sehr für die sehr inspirierende Infos! 🍀🍀🍀,nonbot,75,11,0 days 16:45:26,1,1,2,5.363636363636363,3
336,Dankeschön. 🙏💐🌺🐶😼🍀🐞😇💝☀️🦋🔥,nonbot,25,1,0 days 02:36:00,0,1,1,10.0,12
337,Vielen lieben Dank für Ihre Bemühungen 🙏👍💋✌️🥰,nonbot,45,6,1 days 01:31:00,0,1,1,5.5,5
338,Guten Morgen Fabian danke für das Update Video bis zur nächsten Video 👍🙂,nonbot,72,12,0 days 01:11:01,0,0,1,4.833333333333333,2
339,GLÜCKWUNSCH🎉🎉LIEBE DEINE VIEDEOS😊,nonbot,33,3,0 days 00:09:35,0,0,1,9.333333333333334,3
340,Ich liebe deine positive Art ❤ wird mir auch alles andere von dir anschauen Wüsste voll gerne deine Meinung zu einigen anderen Themen auch 🎉❤ liebe ❤😊,nonbot,150,24,0 days 14:37:17,0,0,3,4.958333333333333,5
341,Lieber Herr Winter einen guten Rutsch ins neue Jahr 2025 für Sie und die nette Marktfrau 🍀🍀🍀🐷,nonbot,93,16,0 days 04:53:45,0,0,1,4.5625,4
342,Ich liebe deine gta Videos die sind so cool du  gibst dir so viel mühe 🎉🎉🎉🎄🎄,nonbot,76,15,0 days 00:02:49,0,0,2,3.6666666666666665,5
343,Wir brauchen mehr Dora ❤ wir lieben deine Videos 😂😂😂,nonbot,52,8,0 days 05:31:42,0,0,2,4.875,4
344,Ich  liebe dich ❤❤❤ machst coole  Sachen 🎉🎉❤❤❤❤,nonbot,47,6,0 days 14:44:57,0,0,4,4.833333333333333,9
345,Ich liebe deinen und leontin sein Kanal😘❤️❤️❤️♥️,nonbot,48,7,0 days 12:10:18,0,0,1,4.714285714285714,5
346,Leontin ich liebe dich❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,nonbot,70,4,0 days 12:53:10,0,0,1,4.75,48
347,Ich liebe deine Videos👍,nonbot,23,4,0 days 03:48:04,0,0,1,4.75,1
348,"Du bist ein Held du bist ein Ehrenmann danke, dass du sowas machst.🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 ich hab dich auf jeden Fall abonniert",nonbot,115,20,0 days 00:53:56,0,0,2,4.2,10
349,"Ich liebe deine viedeos wegen Viktor ❤❤und den Raketen ,Böllern ,Batterien ❤ Er ist sooo sympathisch 😊❤❤❤",nonbot,105,15,0 days 02:00:42,0,0,2,5.333333333333333,7
350,Ich liebe sein Humor 😂❤,nonbot,23,4,0 days 00:18:50,0,0,1,4.25,2
351,Würde mir so heftig wünschen das du hart potter Kekse dekorierst liebe dich und deine Videos ❤,nonbot,94,16,0 days 00:44:59,0,0,1,4.8125,1
352,hallo fußball nerd👋ich gucke deine videos von anfang an.Du hast mehr oder weniger in einem jahr rund 200.000 abonennten🥳 Einfach krass🫨,nonbot,135,21,0 days 03:03:51,0,0,3,5.238095238095238,3
353,"Lieber Herr Reichelt, Dankeschön, ich stehe voll und ganz zu Ihrem wirklich sehr guten Beitrag 🙏💙💙💙",nonbot,99,15,0 days 23:49:13,0,1,1,5.2,4
354,Chris tall bitte mach im neuen Jahr genauso super weiter danke ❤🫶🫶,nonbot,66,11,0 days 16:27:52,0,0,1,4.7272727272727275,3
355,"Dieser Mann kann noch die Wahrheit sagen, ohne das am nächsten Morgen das SEK bei ihm klingelt !! Vielen Dank für ihre Unterstützung!! Hoffentlich trägt Sie dazu bei uns aus diesem irrenhaus zu befreien 👍👍👍🤷‍♂️🤷‍♂️🤷‍♂️🤗🤗🤗",nonbot,221,34,0 days 05:34:40,1,1,3,4.96969696969697,9
356,"Wie lustig bei uns ist es auch Raclette ❤#askkalicassy Was würdest du wen die Welt unter geht retten. Ich liebe deine Videos, wen ich sie sehe dann bin ich gleich wieder fröhlich 😀 Bitte grüße mich. 🍒",nonbot,200,35,0 days 12:45:41,0,0,3,4.485714285714286,3
357,"Nachträglich alles Gute zu Deinem Geburtstag Carsten 🍀🎉🎂 Mach weiter so, die Aufklärung ist sehr wichtig. Auch dieses Video trägt dazu bei. Liebe Grüße",nonbot,151,23,0 days 11:14:38,0,0,4,5.304347826086956,3
358,Nices Video 😅😂🎉 Guten Rutsch ins neue Jahr!🎉🎆,nonbot,45,7,0 days 23:26:21,1,0,2,4.571428571428571,5
359,Viel Spaß ❤❤ beim Silvester ❤ und Dankeschön das Kevin für dein Feuerwerkvideo🎆🎆🎆🎆🎆👍💞du bist der beste,nonbot,102,14,0 days 01:04:33,0,1,3,5.5,10
360,Starkes Signal tolles Erlebnis das Video gute Arbeit🎉,nonbot,53,8,0 days 14:46:07,0,0,1,5.625,1
361,Ich liebe deine Videos😁😁😁,nonbot,25,4,0 days 00:24:52,0,0,1,4.75,3
362,"Lieber Phillip vielen Dank für dieses erfolgreiche Jahr, dass ich nur euch zu verdanken habe ❤️ und auch vielen Dank an dich dass du auch zur Weihnachtszeit immer kostenlose Videos machst und dir dafür Zeit nimmst, Gott segne dich und deine Familie Tausend Dank 🙏👏🚀",nonbot,265,43,0 days 00:14:57,0,1,2,4.976744186046512,4
363,Liebe deine Videos ❤🎉,nonbot,21,3,0 days 03:01:41,0,0,1,5.333333333333333,2
364,3 liebe deine Videos ❤❤,nonbot,23,4,0 days 00:31:48,0,0,1,4.25,2
365,Sehr „geil gemacht“ -es Video 🔥,nonbot,31,5,0 days 06:17:24,0,0,1,4.4,1
366,"Waaaass haha ist denke ich klar, viel Liebe macht echt gute videos 🫶🏼😁",nonbot,70,12,0 days 14:24:44,0,0,1,4.5,2
367,Wie findet das Video auch cool🥳 👇,nonbot,33,6,0 days 00:01:59,0,0,1,4.166666666666667,2
368,ICH LIEBE DEINE VIDEOS KANNST DU MICH GRÜßEN,nonbot,44,8,0 days 00:01:25,0,0,1,4.625,0
369,Geiles video❤❤😂😂😂❤,nonbot,18,2,0 days 02:54:16,0,0,1,5.5,6
370,"Ich liebe diesn Kanal , einfach nur Geil 😂👍🏻👍🏻👍🏻 Weiter so 👍🏻✌🏻🤟🏻",nonbot,65,10,1 days 05:37:18,0,0,2,4.444444444444445,7
371,"Ich liebe deine Videos, mach bitte mehr solcher Storys 😂😂",nonbot,57,9,0 days 08:44:50,0,0,1,5.0,2
372,Ich liebe dieses LIED 🌹🌹🌹😻😻😻😻😻,nonbot,30,4,0 days 23:50:35,0,0,1,4.5,8
373,Finnel bitte bitte kom nach korb Baden Württemberg ich liebe deine videos❤,nonbot,74,12,0 days 09:45:06,0,0,1,5.166666666666667,1
374,Ich liebe die Kommis hier!!! So viel tolle kreative Ideen 😍,nonbot,59,10,0 days 06:46:20,1,0,2,4.5,1
375,Okay 👍✅übrigens liebe  deine Videos und bin seit Anfang an dabei ❤,nonbot,66,11,0 days 05:01:36,0,0,2,4.636363636363637,3
376,Erste😮 liebe deine videos❤🎉❤🎉❤🎉,nonbot,31,4,0 days 00:01:46,0,0,1,5.25,7
377,Ich liebe deine Arbeit und deine Kreativität ❤️ Könntest du mal Kekse zu Thema Voltigieren dekorieren? Es würde mich soooooo freuen ❤❤❤❤,nonbot,136,20,0 days 00:12:28,0,0,3,5.4,5
378,Alice ich liebe dich...du bist der einzige Hoffnung für Deutschland,nonbot,67,10,0 days 23:28:56,0,0,2,5.5,0
379,"💙LIEBER HELMUT, DU UND DEINE GÄSTE, IHR SEID IMMER👍‼️DANKE‼️💕🌞",nonbot,62,9,0 days 05:23:55,0,0,1,4.888888888888889,6
380,"Es ist schön zu wissen, daß meine Katze mich liebt, da ich sie auch sehr lieb habe!❤🥰",nonbot,85,17,0 days 06:09:39,1,0,1,3.764705882352941,2
381,"Ich liebe deine❤viedios, der Beauty spoint ist echt komisch die normalen sind wirklich besser😅",nonbot,94,14,0 days 00:32:11,0,0,1,5.571428571428571,2
382,Mach bitte wieder Dora Videos 😊 ❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤bitte wieder Dora!!!!❤❤❤,nonbot,71,8,0 days 00:08:55,1,0,2,5.0,19
383,Wow danke für diese wunderbaren Worte 🫶🏻🙏🏻,nonbot,42,6,0 days 04:35:32,0,0,1,5.333333333333333,2
384,13:30 „Danke für die Rose 🌹“ Ich höre einfach nur noch das wenn ich sein Gesicht sehe…,nonbot,86,17,0 days 12:44:44,0,1,1,4.0625,1
385,Ich würde die mittleren Spiesse noch ein wenig aus einander setzen dann ist das Risiko kleiner das mal eine Balle nicht richtig hält aber nur meine Meinung Danke fürs gute Video 👍,nonbot,179,31,-1 days +05:24:45,0,1,1,4.741935483870968,1
386,Vielen Dank lieber Ceddo und lieber Dennis für euer Adventsspecial mit den zwei Videos pro Tag! 💕 Das war echt super toll! Jetzt habt ihr euch den Urlaub richtig verdient! 🤗,nonbot,173,29,0 days 12:45:54,1,1,3,4.758620689655173,2
387,"Wunderschöne Gedanken und Worte, lieber Raphael. Vielen Dank, dass Du uns hier an Deiner Reise durch die Rauhnächte teilhaben lässt ❤😊",nonbot,134,20,0 days 03:20:10,0,1,2,5.45,2
388,"Abonniert, danke für das Video 👍👍👍",nonbot,34,5,0 days 14:16:32,0,0,1,5.0,3
389,Sooo ein geiles Format. Ich liebe es!😍,nonbot,38,7,0 days 03:25:03,1,0,2,4.142857142857143,1
390,Könntest du das selbe nur mit Creepern machen? Wäre echt cool!!! Liebe deine Videos♥️🎉,nonbot,86,14,0 days 01:55:58,1,0,3,4.714285714285714,2
391,Mohi du bist der beste mach weiter so ich liebe deine Videos 🤣🤣🤣,nonbot,64,12,0 days 23:49:35,0,0,1,4.083333333333333,3
392,Ich liebe ihn einfach und sein Humor! Mit der beste Comedian Deutschlands 🎉😍,nonbot,76,12,0 days 22:33:09,1,0,2,5.083333333333333,2
393,"Ihr habt das so gut gemacht, herzlichen Dank dafür ihr Lieben🥰🙏",nonbot,63,11,0 days 13:21:34,0,1,1,4.545454545454546,2
394,Danke dir und ein gutes neues Jahr ✌🏼🫶🏽👌🏼🇨🇭☺️❗️,nonbot,47,7,0 days 05:05:14,0,1,1,4.0,6
395,Richtig cooles Video mach weiter so 💪💪,nonbot,38,6,0 days 00:19:09,0,0,1,5.0,2
396,"Danke liebe Nina, du bist ein Engel und ein Segen. 🙏❤️",nonbot,54,10,0 days 13:54:26,0,1,1,3.9,2
397,Nachträglich frohe weihnachten!! ❤ liebe dich jessie du bist  die beste🎀🏹,nonbot,73,10,0 days 17:02:51,1,0,3,5.7,3
398,Herr Klöppel danke für ihre ständigen Infos .. kommen sie gut und gesund ins neue Jahr 🍀,nonbot,88,16,0 days 10:11:01,0,0,2,4.6,1
399,Echt Lehrreiche und Liebevolle Storry😊❤,nonbot,39,5,1 days 05:08:48,0,0,1,6.6,2
400,Das video war so geil😂😂😂😂,nonbot,25,5,0 days 12:07:41,0,0,1,3.4,4
401,Ich liebe deine Viedios😊❤🎉,nonbot,26,4,0 days 00:50:43,0,0,1,5.0,3
402,"Hi, ich liebe eure Videos und hätte noch eine Idee. Ihr könntet doch mal Siri euren Tag bestimmen lassen. Ihr seid die besten ❤️👋",nonbot,129,23,0 days 10:41:07,0,0,3,4.3478260869565215,2
403,"Der Bericht war wirklich toll und sehr informativ – vielen Dank dafür! 👍 Ich stimme den Gutachtern absolut zu und teile deren Einschätzung, vom Kauf abzusehen. Der Verkaufspreis erscheint mir im Vergleich zum damaligen Neupreis viel zu hoch, besonders wenn man bedenkt, dass das Boot fast 50 Jahre alt ist. ⛵️ Der Schaden am Teakdeck ist aus meiner Sicht sehr problematisch, da die Reparatur nicht nur teuer 💰, sondern auch extrem aufwendig ist. Hinzu kommt die Unsicherheit, welche weiteren Schäden – insbesondere am Sandwichkern – möglicherweise vorhanden sind. ❗️ Insgesamt ein sehr riskantes Angebot.",nonbot,604,91,0 days 03:01:42,1,1,6,5.632183908045977,4
404,"Hallo ihr lieben,wünsche euch von ganzen Herzen ein guten Rutsch ins Neue Jahr.Bleibt gesund und drücke euch die Daumen das alles gut geht ihr seit ne starke Familie.❤👍🍀🍀🍀🎇🎇🎉",nonbot,174,28,0 days 21:36:35,0,0,2,4.857142857142857,8
405,Vielen Dank für diesen tollen Stream mit vielen geilen Momenten😂 Gute Nacht und ich freu mich schon auf den nächsten Stream,nonbot,123,21,-1 days +23:37:50,0,1,1,4.857142857142857,1
406,Liebe Grüße und guten Rutsch 💫✨🌟⭐️,nonbot,34,5,0 days 00:15:15,0,0,1,4.8,4
407,Danke das wünsche ich Ihnen auch🎉🎉,nonbot,34,6,1 days 03:25:18,0,1,1,4.5,2
408,"Dankeschön für die Info, einen guten Rutsch ins neue Jahr 🍀",nonbot,59,10,0 days 08:55:30,0,1,1,4.7,1
409,Besten videos 😂😂😂😂,nonbot,18,2,0 days 19:22:35,0,0,1,6.0,4
410,Top Video ehrlich 👍🏾,nonbot,20,3,0 days 06:44:40,0,0,1,5.0,1
411,Ich liebe euch😂😂😂,nonbot,17,3,0 days 13:52:14,0,0,1,4.0,3
412,Vielen Dank für Deine wertvolle Arbeit 👍,nonbot,40,6,0 days 01:42:01,0,1,1,5.5,1
413,Wie lustig und sympathisch kann eine Familie bitte sein 🥹🥰 bei jedem Video sterbe ich gefühlt vor lachen !!!,nonbot,108,18,0 days 09:42:02,1,0,2,5.0,2
414,Liebe deine Videos 💓💓💓💋💓,nonbot,24,3,0 days 02:35:01,0,0,1,5.333333333333333,5
415,Liebe euch ihr seid die besten Youtuber❤🎉,nonbot,41,7,0 days 08:51:56,0,0,1,4.714285714285714,2
416,Lieber @EureVideosFahrnuenftig ich verfolge dich schon etwas länger und wollte einfach mal Danke sagen. Danke für die vielen schönen Videos und danke für die Unterhaltung ❤ Komm gut ins neue Jahr.,nonbot,196,30,0 days 04:25:04,0,1,3,5.4,1
417,Die Musik im Video ist lauter als der Knall 💀,nonbot,45,9,1 days 00:22:17,0,0,1,3.888888888888889,1
418,Ich liebe Dich 💖,nonbot,16,3,0 days 07:52:40,0,0,1,4.0,1
419,"Lieber Sirwan, ich wünsche Dir ein astronomisch gutes Raumfahrtjahr 2025!🤗",nonbot,74,10,1 days 04:48:05,1,0,1,6.2,1
420,"Moin liebe Maren, unglaublich was du für tolle Ideen hast😍 Liebe Grüße",nonbot,70,12,0 days 04:55:42,0,0,1,4.75,1
421,"🍀🍀🍀 Herzlichen Dank für deine wunderbaren Ideen, deine unterhaltsamen Videos und damit ganz viele Glücksmomente in meinem Zuhause. Ich wünsche dir und deinen Lieben ein fröhliches Fest, um ins neue Jahr zu rutschen. Alles Liebe, Gesundheit und Glück für 2025. 😃🍀 Freue mich auf das Wiedersehen. Grüße aus der Lüneburger Heide. Kerstin🎉",nonbot,335,50,0 days 15:36:15,0,1,6,5.4,6
422,Zum Brüllen!😅😅😅Danke und gudn Rudsch!❤🎉😂,nonbot,40,5,1 days 00:23:20,1,1,2,5.6,6
423,Ich liebe eure Videos 😂,nonbot,23,4,0 days 20:16:21,0,0,1,4.5,1
424,"Von❤danke liebe Silke und Team! Und Allen da draußen ein licht-,liebe- und friedvolles Jahr in Vertrauen auf die göttliche Führung 🎉❤😊",nonbot,134,20,0 days 20:20:04,1,0,2,5.3,4
425,"Liebe Monika, Das ist ja echt ein süßes Täschchen mit dem Henkel  ❤ Danke für immer wieder schönen und brauchbaren Ideen Ideen ❤.  Wünsche dir und deiner Familie einen wunderschönen Start in ein gesundes und zufriedenes Neues Jahr,  Alles Liebe 💐🍀😍",nonbot,248,39,0 days 04:47:18,0,1,4,5.184210526315789,5
426,"Tolle kreative Ideen für den Silvesterabend🎉🍀Danke dir, liebe Laura❤ Hab einen gesunden Start ins neue Jahr 🍀🙏👋",nonbot,111,16,0 days 08:58:53,0,1,1,5.5,6
427,Super lustiges Video 😂😂😂,nonbot,24,3,0 days 16:09:37,0,0,1,6.0,3
428,"Danke an alle Rettungssanitäter 🫂  alles Gute an das tapfere Mädchen.möge Gott Dich immer beschützen, Mäuschen 🌿",nonbot,112,15,0 days 07:40:03,0,1,3,6.066666666666666,2
429,Haha sehr geil ich liebe es 🤣🤣🤣🙏🏻,nonbot,33,6,0 days 01:02:22,0,0,1,3.6666666666666665,4
430,Du bist soooo eine Coole Yutuberin ❤❤❤ liebe deine Vidios❤❤❤🎉,nonbot,61,9,0 days 01:01:31,0,0,2,5.0,7
431,Vielen Dank 🙏🏻 Wünsche Dir und Mama Regina einen guten Rutsch ins neue Jahr 🎉.Vielen Dank für deine Arbeit und deine tollen Videos ❤❤❤,nonbot,134,22,0 days 04:51:39,0,1,3,4.7272727272727275,5
432,ich liebe deine Videos und gute Besserung😃❤❤💖,nonbot,45,7,0 days 04:00:24,0,0,1,5.0,4
433,"Liebe Monika. Ich wünsche dir, deiner Familie sowie allen deinen Anhängerinnen einen guten Rutsch und ein erfolgreiches Nähjahr.🎉😊",nonbot,130,18,0 days 06:37:22,0,0,2,6.0,2
434,"Genau dafür liebe ich diesen Kanal: echt und authentisch, nicht immer schick und schön, wie das echte Leben eben ist. Weiter so, lieber NDR 👍 Und für alle Landwirte mein großer Respekt, schon jetzt alles Gute für 2025👋🚜💨",nonbot,220,37,0 days 00:33:35,0,0,3,4.675675675675675,4
435,🤩🫶Dankeschön liebe Silke,nonbot,24,3,0 days 20:04:31,0,1,1,6.666666666666667,2
436,"Es macht immer wieder große Freude,  euch bei der Bescherung zu zuschauen.  Ihr seid so genügsam und Dankbar 🫶🎄🫶 viele Liebe Grüße 🫶",nonbot,132,21,0 days 09:13:29,0,1,4,4.857142857142857,4
437,"Das war Spannung pur, Danke für dieses epische Duell 🙏🙏🙏",nonbot,56,9,0 days 06:16:19,0,1,1,4.777777777777778,3
438,❤ vielen lieben Dank für diese tollen Ideen 🎉 ich wünsche dir einen guten Rutsch ins neue Jahr 🍀,nonbot,96,16,0 days 04:31:45,0,1,2,4.6875,3
439,"Ich Danke dir, für deine ehrlichen und wichtigen Aufklärungsvideos.😘❤🌍🕊",nonbot,71,9,0 days 17:58:12,0,1,1,6.333333333333333,4
440,"❤❤❤Vielen ❤️ lichen Dank liebe Silvia für deine unermüdliche Arbeit für uns alle Danke Danke Danke ❤️ Du liegst immer wieder richtig, man muß nur aufpassen und sich auch damit befassen. Das eigene Denken und hinterfragen ist essenzielle voraussetzung für DAS Verständnis. ICH wünsche Dir ein gutes und erfolgreiches Neues Jahr 2025 Gesundheit und  Glück für die Zukunft Danke für dein Sein LG Sofia Sonja aus München 💝 🌹 🍀 🙏 💝 ❤❤❤❤❤",nonbot,432,65,1 days 01:54:18,0,1,6,5.2153846153846155,15
441,Endlich ich liebe dieses Format 💓💓💓,nonbot,35,5,0 days 01:45:34,0,0,1,5.4,3
442,Ich liebe immer deine Videos 😊,nonbot,30,5,0 days 00:01:23,0,0,1,4.8,1
443,Danke für die Info 😊 und guten Rutsch ins neue Jahr 🎉,nonbot,53,10,0 days 01:10:03,0,1,2,4.0,2
444,"9:58 so true 😂, liebe deine Videos ❤️",nonbot,37,7,0 days 01:20:31,0,0,1,4.166666666666667,2
445,Icrimax du bist beste Youtubeer danke das du mich gekrüßt hast 😊🎉 ich feier dich schön seit vielen Jahren. Ich heiße Sem ich hab mich nur verschrieben aber danke das du mich trotzdem gekrüßt hast🎉🎉😊,nonbot,198,34,1 days 00:12:33,0,0,3,4.647058823529412,5
446,💖echt cooles video von lehrenfrau ich liebes coolio💖🐰,nonbot,53,8,0 days 07:19:20,0,0,1,5.375,3
447,"Einen guten Rutsch wünsche ich dir auch,lieber Alex-Gesundheit und Glück 🎉🍀💥🐞🎇LG Dani👋👋",nonbot,87,12,0 days 15:14:45,0,0,1,5.583333333333333,7
448,Ich gucke dich schon seit 4 Jahren Paula und ich liebe dich einfach über alles 💓💓💓💓💓💓💓❤️❤️❤️❤️🥰😍🤪😅 für mich bist du einfach die beste tiktokerin youtuberin auf der ganzen Welt,nonbot,175,28,0 days 14:35:39,0,0,2,4.571428571428571,15
449,"Angst ist keine wirkliche Alternative zur Liebe! 💖 Starre nicht zur Lebendigkeit. 🧡💜 Inne halten, durchatmen und mutig weiter schreiten, gesund SEIN - auch mental und emotional, das wünsche ich uns Allen für das kommende Jahr! 💫🩵🧚‍♀️⭐️💜🍀👍",nonbot,238,34,0 days 20:24:37,1,0,3,5.484848484848484,10
450,"Danke für dieses schöne Jahresabschluss Video, lieber Rainer ❤️. Ich wünsche dir und deiner Familie auch einen guten Rutsch und alles Gute für 2025🍀🚲🛴❤️",nonbot,152,24,0 days 18:25:47,0,1,2,5.217391304347826,5
451,"Danke liebe Nina ❤,es ist sehr schön dir zuzu hören 🍀🫶",nonbot,54,10,0 days 18:59:21,0,1,1,4.0,3
452,Marek und Thomas ich liebe euch beide.☺🥰 Ihr seid echte Männer mit klasse und Charakter.👍👍👍,nonbot,91,15,0 days 23:22:26,0,0,2,4.666666666666667,5
453,Ihr seid soo lustig❤❤ ich liebe eure videos ❤😊🎉,nonbot,47,8,0 days 00:03:09,0,0,1,4.25,5
454,"Hi Paul, irgendwie ein Mega geiles Video. Deine hochwertigen Videos. Erste Sahne 👍.Location super schön. War ja mal eine große Firma . Wünsche dir und Harald einen guten Rutsch 🎆 liebe Grüße Katrin ❤🙏🏻",nonbot,201,32,0 days 05:41:30,0,0,7,5.064516129032258,4
455,Alles Gute im Urlaub Omid. Komm Gut erholt zurück. Liebe Grüße.🍀💪,nonbot,65,11,0 days 13:30:12,0,0,3,4.545454545454546,2
456,Ich liebe deine Videos 💞,nonbot,24,4,1 days 01:43:14,0,0,1,4.75,1
457,Super originelle Idee 😊 Dankeschön,nonbot,34,4,0 days 05:14:03,0,1,2,7.25,1
458,"Moin, guten Rutsch und ein gesegnetes neues Jahr für Euch und Euren Familien. Macht bitte im nächsten Jahr so weiter ich freu mich drauf und bin dabei. Liebe Grüße aus dem Münsterland 😀😀😀👍👍👍",nonbot,190,32,0 days 03:15:08,0,0,3,4.65625,6
459,Schönes altes Video 👍,nonbot,21,3,0 days 07:18:10,0,0,1,5.666666666666667,1
460,Ohv Friends 💙 Liebe dich und deine Videos 😂,nonbot,43,7,0 days 04:50:59,0,0,2,4.714285714285714,2
461,"So isses leider! Im neuen Jahr einfach abschaffen, oder...😂 Alles Gute für 2025 wünsche ich Ihnen, lieber Herr Sonneborn! 🥂🍾🎉✌️",nonbot,127,19,0 days 12:57:21,1,0,3,5.0,5
